"species","compound_name","Station 1","Station 2","Station 4","Station 6","Station 7","Station 8","Station 9","Station 10","Station 11"
"DAG","DAG 50:1",2178481.11479958,1507640.80724149,3558208.43157911,6500368.46227352,5789353.26043341,966177.352806894,269723.626513401,2759980.91993688,206961.461728205
"DAG","DAG 50:2",4087585.61695443,14700026.4918887,2971498.17345304,2074430.9950785,4071095.32892668,3155261.8211784,191300.329015621,5869627.53856591,4276615.33901349
"DAG","DAG 50:3",5220123.65811551,11351746.0234726,8578090.34772439,11004125.5845256,14188096.7157544,3658206.95160202,860706.199479866,5565973.98540045,3449464.63378046
"DAG","DAG 52:2",3570874.67444414,3821704.12964092,8467076.29398997,10497498.1629169,14538182.6560751,1449749.15478149,649857.331404431,4094958.95703113,1135320.31531067
"DAG","DAG 52:3",4473625.36365333,12297468.5301477,9409833.94577908,9281166.17891935,15507443.9089708,2274999.80280346,600871.181314587,6246201.1995393,2833592.79353657
"DAG","DAG 52:4",3827085.2234237,11845378.1652076,13041815.4358892,10370670.8090981,20270488.7097629,2727603.45585984,937181.976947819,5450642.40959642,3143714.48674745
"DGCC","DGCC 26:0 +4O",8130763.64246363,4226137.56631035,6817829.37351677,4990370.90860503,5406478.62791211,6897731.74780217,2840226.02739942,11944479.8738528,1344938.58721559
"DGDG","DGDG 24:2 +2O",567194.441889897,0,33099.7935025824,0,20500572.2109752,16527451.8494377,0,116987665.401854,61683.4780679148
"DGDG","DGDG 24:3",959310.675763941,4184108.24492368,11667976.9038562,1962615.42124524,9607135.34361972,5422642.21053394,653785.989048065,7524712.56120816,3775214.09634981
"DGDG","DGDG 26:5",436998.05037916,2361935.83373258,4768576.51473613,2156980.65018409,1109857.13757365,1394243.86255737,811163.038448566,2497259.35665522,1859454.82872213
"DGDG","DGDG 26:6",361041.005450781,1656205.19721473,5022005.28375936,2395134.4140737,1694501.45560484,1524380.08382292,1568516.19454248,2095598.6816982,1450663.2745056
"DGDG","DGDG 28:6",587497.047019628,3113783.80953275,7316706.73688072,5090017.22684959,1919379.0989549,2410323.75399274,2840990.89383448,3041900.34792119,2052323.59873556
"DGDG","DGDG 30:0",4178510.33511515,4496497.36931624,6071450.17996198,40933054.133585,5340237.90249065,1936028.63480847,4429175.18022487,4976422.9158434,2608017.4785427
"DGDG","DGDG 30:0 +1O",901785.768039354,2637108.16970587,4624800.54732519,1051865.89950745,727223.744716553,46382005.8394452,189603.094127766,6003560.14641624,2372328.04862156
"DGDG","DGDG 30:1",27863056.6362252,45281633.0002445,62606094.7385738,286580476.083744,46199166.7652956,9599728.0929553,32825134.327011,24409301.9512174,44233424.7586016
"DGDG","DGDG 30:4",968890.45136742,2322580.38177633,1161156.13708875,348304.024175351,7611435.00168645,4274327.77371636,0,10479485.5570682,323115.943554925
"DGDG","DGDG 32:0 +3O",11517864.0702813,22126780.7384715,18779806.5148966,10189844.4769099,2429425.57106202,14243009.4389238,3580581.87592485,16653186.8658838,15479706.3304935
"DGDG","DGDG 32:1",12615878.8747376,19105466.9614336,17906766.9714288,39235660.8331098,13761113.6670828,7794201.75141837,19710103.9883565,24677158.3944632,14008052.786924
"DGDG","DGDG 32:2",22626367.5777097,36921015.3640366,53521766.2448738,19462725.8074079,15885079.005787,6338745.63441206,9544469.74389579,20190869.4925709,50493685.8077345
"DGDG","DGDG 32:3",6074881.09099375,15023999.1336375,10606812.5173517,10239125.7429124,6920175.88405162,1780249.50563736,6470984.80103455,7818853.90139531,7319046.71804344
"DGDG","DGDG 32:4",4009870.31345457,5405127.13801899,7454538.43518781,20627672.4355766,8118898.75268421,1587095.39660126,20817924.9281212,3211420.38318504,1736261.53222075
"DGDG","DGDG 32:6 +1O",2399891.35840516,8245061.72502555,4991014.33333095,130578.180196809,1931243.8594554,1956747.46594384,0,4230755.55192533,4912484.91951198
"DGDG","DGDG 34:1",7492373.30946747,12524483.061684,14865253.1077911,46619323.5495665,9331802.51250146,2237569.59925912,18155264.9318379,5572774.54590167,6153970.06537066
"DGDG","DGDG 34:2",4674743.68648118,4529177.06518594,7307890.99270485,23221342.6624816,5193784.34721689,893873.588482694,8037097.95989524,2446217.02835606,2338449.9633908
"DGDG","DGDG 34:3",2829432.42858998,4172373.89651132,5002573.0478621,19163023.1829515,4717755.58278096,1002976.80628654,7125196.90499631,2323731.34021548,1102362.15059488
"DGDG","DGDG 34:4",4799156.51137004,5083288.88700668,7443842.72011683,27200467.5152842,8612441.24210205,1081164.4337278,16768476.5117955,1741884.86166648,1225447.30629401
"DGDG","DGDG 34:5",5774287.15774865,21353313.2346665,36824210.6798068,14509867.7574921,9375353.0878849,4242125.50798444,3253464.90990368,6276148.75303812,11174244.4329826
"DGDG","DGDG 34:7",13716039.5796537,23575192.5310292,42589619.6804387,49721495.3552772,23752168.2461555,3469915.41336812,40038893.5207576,1034597.01454539,12119783.9007274
"DGDG","DGDG 34:8",1981069.02566311,2230120.85935002,11002718.5657567,15279938.5420348,3651180.60643578,751813.128349449,6577563.28255235,35224.5140942487,1386422.51975429
"DGDG","DGDG 34:9",5829870.50582922,5489632.5962341,29230716.5843614,17582950.6104173,5991759.06504142,1466773.69633382,4481893.51736693,1367566.77880495,2212556.25607115
"DGDG","DGDG 36:0 +1O",862847.928013994,1840019.38971112,2213246.52409478,1659659.21179704,587768.507584297,4120904.68206346,1130217.19716329,2416534.84210717,811673.581702635
"DGDG","DGDG 36:10",26649443.3526069,48014235.0258737,55253789.3505794,112979275.948295,76605106.7278754,11074860.9214138,74316063.9306809,14388345.5569424,15362212.5217041
"DGDG","DGDG 36:4",178235.770879303,139288.783828407,101545.906834512,2736963.58923402,145609.264129327,0,1032812.15532938,0,0
"DGDG","DGDG 36:5",1827443.88134186,5021048.93377238,4045416.97098239,5322932.33749955,2211139.6218006,1839734.37353251,2879882.24721794,2661475.66211816,934102.004832675
"DGDG","DGDG 36:6",6786893.58587913,15990174.472721,14571976.8617117,7482815.41827726,13822662.9907382,7331074.78074636,1876497.62878947,12925422.5049391,12661975.8387511
"DGDG","DGDG 36:7",29836901.9859173,133028548.386606,213793943.14576,45936397.3085262,169734421.486398,140244679.480564,17975376.9678016,164957650.280003,117597363.471546
"DGDG","DGDG 36:7 +1O",91025107.7467972,142941671.610158,62564999.7925359,184715.118415733,3239917.69873973,23467300.2964005,0,27578097.1138971,112809198.932858
"DGDG","DGDG 36:8",6403417.21049332,21625050.5631677,29869141.0275551,17003339.1115741,19905710.8014977,9331604.52397375,5923465.9099664,10028803.6528496,14525092.82876
"DGDG","DGDG 36:8 +2O",4018735.31299556,8748820.01106561,12549888.7693222,0,3055994.97214075,13536042.1656418,0,26229057.9106825,5824081.61030739
"DGDG","DGDG 38:2",1008861.62018748,2288835.07819919,1895138.1186215,88305.5286533269,1031977.92889106,5948952.5990945,0,5299233.17186039,2546040.29900483
"DGDG","DGDG 38:2 +3O",1522768.80778053,1626548.58305302,2329571.49960624,5090715.75104083,593041.830434214,378904.587018413,2694048.15606221,2042211.14180155,1458840.01439511
"DGDG","DGDG 40:0 +4O",0,0,0,0,25558327.9159356,7320479.65646988,0,23193492.2837317,0
"DGDG","DGDG 40:1 +4O",0,0,34009.65248746,27725.6027429547,61281787.6450265,8099366.80271361,0,37063966.5517681,0
"DGDG","DGDG 40:2 +1O",5938739.5250832,7884844.63761546,7868299.21590651,4296079.39196728,0,144703.717791413,1578266.57077371,682520.817630888,11337072.5835786
"DGDG","DGDG 40:2 +3O",19405458.4325743,50345269.5253352,43689588.8341143,5416159.33204097,8543916.68717851,13591132.5324148,2169081.66355813,31365615.8863633,48881306.6601267
"DGDG","DGDG 40:3 +4O",0,0,0,0,81114260.3924198,7458003.63011538,0,20737325.2927028,0
"DGDG","DGDG 40:4 +4O",97996.5530870293,0,71288.6323846378,0,294301171.594415,20113400.1752709,0,97061307.315325,0
"DGDG","DGDG 40:5 +4O",0,0,0,0,33531629.960187,4403052.12842377,0,15702908.360218,0
"DGDG","DGDG 40:6 +3O",0,0,33196.3911173257,0,6424450.53465191,7814896.69957345,0,24945315.0772195,26786.5657201728
"DGDG","DGDG 40:7 +3O",536869.628821603,29227.0184615716,140343.59351206,0,39677024.3010238,45575295.9889106,0,112618275.091051,152193.267730957
"DGDG","DGDG 40:8",416652.80212755,10040263.3142824,18672678.6665321,37988.6074302502,3343110.93042469,2704026.50886413,0,7853882.7253145,6505271.82272002
"DGDG","DGDG 40:8 +3O",0,0,0,0,16845355.7602526,27986125.2583242,0,47448247.6458361,0
"DGDG","DGDG 42:2 +3O",12201846.9317586,29574666.9622921,21074215.662814,11023311.0338541,6412764.19757513,9801397.8090628,7007364.56939928,40136789.2437083,32587459.101232
"DGDG","DGDG 44:2 +3O",2988503.79060744,4533545.0520368,5531907.14474083,5353685.99136697,4062892.28364178,2800961.58146942,3388924.9162364,8990152.64276892,4495272.95579188
"DGDG","DGDG 44:3 +3O",2371809.84075532,7157859.13871495,5594428.57774106,3783759.81951244,3573362.42307417,3789993.75859342,2682661.35711665,9449355.0586185,7059451.73817937
"DGDG","DGDG 44:7 +2O",0,33914.1827891722,0,0,6442018.01115124,13997293.2724748,0,13636694.4107081,0
"DGDG","DGDG 44:9",0,0,0,0,10289539.1860886,17103104.4348096,0,29600350.7233667,0
"DGDG","DGDG 46:3 +3O",3519279.07807442,9297708.20481769,9016953.64129661,3215886.25676847,12543131.5059572,5270934.16662227,3412228.14760117,18396279.9554897,11593308.7219348
"DGDG","DGDG 46:8 +2O",0,0,0,0,14780146.2518035,11658706.4489634,0,17592555.921048,0
"DGDG","DGDG 52:4 +2O",3948105.16580328,21166509.8450193,21256245.9277982,20773612.6802592,17255091.3304138,20198756.8562127,7550628.04052963,17716778.1302541,15097759.2055325
"DGTS_DGTA","DGTS_DGTA 26:3",5910867.59673133,4323903.87726292,2326283.12047964,21978.985446076,111644044.499824,362728004.547641,0,903191421.744144,863280.436114223
"DGTS_DGTA","DGTS_DGTA 26:4",392432.124917239,87257.2081895721,128035.806052555,132902.873439083,20284612.6260998,78288855.6531532,0,134159213.255185,329739.056998461
"DGTS_DGTA","DGTS_DGTA 26:5",5473934.12133649,32625014.1030333,31654090.8066417,22914730.841746,20526716.8121647,24846332.6893825,11958967.9413708,23124908.1588177,19895351.5999222
"DGTS_DGTA","DGTS_DGTA 28:0",85422912.4085453,154871987.026306,216617338.627168,79028760.2187544,49975899.7247196,18568366.9559887,47918035.3037648,42605163.5604267,113150744.974234
"DGTS_DGTA","DGTS_DGTA 28:3",218578.641119006,62450.0688640864,20984.2151393838,0,4995179.20694468,22992713.6007222,0,65729810.808472,32693.0155691391
"DGTS_DGTA","DGTS_DGTA 28:4",129374.198929827,59512.9423161675,0,0,3805562.14148178,24695847.9641053,0,33835020.6006641,0
"DGTS_DGTA","DGTS_DGTA 28:7",7227996.70443887,3800414.40758248,2344002.99844633,18115644.6411711,25012176.0673984,55041344.4557605,8756452.9733029,162543015.510908,11820190.8268829
"DGTS_DGTA","DGTS_DGTA 30:0",19337820.4219062,116695970.453552,76764922.6998632,46233858.9952709,26940045.9691789,25282387.9886127,22529421.4453643,30692436.6902576,66745663.3639651
"DGTS_DGTA","DGTS_DGTA 30:2",18299009.5798469,27915410.1135452,29589621.1895656,15025146.2399716,8097777.00170744,8978321.18116005,9162365.80636057,19180057.9048261,28705637.7748532
"DGTS_DGTA","DGTS_DGTA 30:6",0,0,0,0,5845333.12169639,18470121.6411016,0,37292350.2031963,0
"DGTS_DGTA","DGTS_DGTA 30:7",9204419.85526611,13826344.4901351,8050271.48474847,0,117056754.933123,573065098.724186,886501.824416955,806279835.25096,1693693.79595334
"DGTS_DGTA","DGTS_DGTA 32:1",56320072.0597387,165973551.145106,168712039.805399,116443790.678874,147856131.008579,224816806.167048,74861216.2091565,262959822.85948,153737984.233134
"DGTS_DGTA","DGTS_DGTA 32:3",26429906.3793359,27750607.6362739,42643659.8468935,61517171.6853149,9929102.77343185,7166540.34579207,16414279.454693,12758757.5004247,20215924.7731367
"DGTS_DGTA","DGTS_DGTA 32:6",1184288.57329872,1798485.72352432,2919632.48687006,6197032.31453395,3090900.8367449,280341.020237294,5684186.04512607,1248964.32253897,444442.701514842
"DGTS_DGTA","DGTS_DGTA 34:2",42466114.9366841,121457591.793258,188949919.982773,140814101.492346,75396235.3726373,117623758.28833,72205536.30298,105772085.725585,64835231.0523841
"DGTS_DGTA","DGTS_DGTA 34:3",40715180.4627573,83348092.2068248,109034654.380617,70818640.9612686,13134407.0371853,20424290.1202507,19099266.7525778,11679334.6184189,39702063.903125
"DGTS_DGTA","DGTS_DGTA 34:6",17337416.5444732,27080355.017939,36340719.3312515,23755336.4575172,12263720.7197168,5726813.99965386,16820517.5802038,7667511.49962645,16176828.4235999
"DGTS_DGTA","DGTS_DGTA 34:7",3888593.65465421,7778180.2273458,14983310.3055914,21922315.7670732,10216422.7306386,4451927.04948097,9326319.1201581,4917799.4379048,3461138.3018283
"DGTS_DGTA","DGTS_DGTA 34:8",9342351.05604694,13576057.4656732,75039821.7308259,48082930.4557291,36088098.9926998,13089988.6984677,12157555.0254973,8858445.18070797,10347950.8733
"DGTS_DGTA","DGTS_DGTA 36:0",10066737.7991212,19922749.4531167,24696770.2738695,10397439.4632128,16786617.5488257,17320024.5878898,11444776.660027,28621093.8379041,11721502.4275403
"DGTS_DGTA","DGTS_DGTA 36:10",2189886.23094342,4077457.94048489,6263039.31334104,3702596.58846967,1369693.00228197,1522359.83046015,374931.801492683,303196.165380331,1074388.56366861
"DGTS_DGTA","DGTS_DGTA 36:2",60271537.080102,152258150.831846,358155379.484007,173781106.861634,65608029.7947736,84950944.5344534,134340224.747855,84173419.5985064,111266702.05841
"DGTS_DGTA","DGTS_DGTA 36:3",18241885.742096,54188238.9982935,106749444.096658,110048609.28872,31314468.1747568,30893788.2036911,57079349.1239135,48774575.7535067,34557667.9200383
"DGTS_DGTA","DGTS_DGTA 36:5",108351732.539526,340945519.955578,291474212.019489,238912013.36769,67288696.6566607,65865425.6580304,67418960.9017937,76845283.4374209,188617110.563644
"DGTS_DGTA","DGTS_DGTA 36:6",51086080.486502,71998032.9997302,125994126.776679,102962634.173154,41322782.3927904,12294033.4819583,95947326.8597641,29258069.5141753,43603368.2033012
"DGTS_DGTA","DGTS_DGTA 36:8",25624535.6643098,45420429.2412994,134694106.058327,119449224.473453,75410833.44002,22053872.5818499,28723242.8449529,19208779.7931051,23859073.8945113
"DGTS_DGTA","DGTS_DGTA 36:9",15119670.5815292,24223803.7909978,54383573.6022254,24520170.5544112,18884335.7740472,5868908.06703512,6405596.38484641,8782267.74599972,7833325.8665839
"DGTS_DGTA","DGTS_DGTA 38:1",2775693.82888457,10073278.8719801,13087515.9265936,9769823.26276055,9718112.80465879,8438493.0162309,6352494.55896045,7894914.75259908,3854592.07888688
"DGTS_DGTA","DGTS_DGTA 38:10",35241191.9487557,45261339.6655155,128940232.943944,55435988.8560527,27216829.2966048,12330280.4734594,11581081.1947974,11596796.887525,17986105.9745753
"DGTS_DGTA","DGTS_DGTA 38:3",10388981.8728227,14880570.5761928,29948592.1593174,16483936.5303214,14115802.2226951,22102182.8610103,2476359.09021192,20892823.7788585,12195507.1877114
"DGTS_DGTA","DGTS_DGTA 38:4",5915534.78641858,8269090.14518245,32476918.4148671,27167138.9808936,13102751.6924018,27152395.2410222,3244384.72639334,23720446.9597249,8634389.41187271
"DGTS_DGTA","DGTS_DGTA 38:6",120262055.293897,171050779.471801,293549322.682727,402335973.235285,112042786.843736,50891347.7989527,325843167.926094,116534546.867271,125582783.457248
"DGTS_DGTA","DGTS_DGTA 38:7",18682358.2473472,27869521.529269,50143689.5935289,57713659.7709197,18153525.8379428,5872166.627174,18837819.8106657,11697423.7137946,18689392.1591381
"DGTS_DGTA","DGTS_DGTA 38:8",13752317.5461556,19853149.0877616,31193899.8383176,50714640.7495349,13070696.9712691,5176650.11862011,17711309.8118885,4052420.51785827,10983673.4682026
"DGTS_DGTA","DGTS_DGTA 40:10",113613873.88698,218764283.759754,449500375.180979,300160697.79153,101942450.968494,55948943.9338341,103013750.804639,77299273.040436,114224376.545185
"DGTS_DGTA","DGTS_DGTA 40:11",22447877.7703261,34377751.8526291,107880494.418501,48760946.1235627,35882712.0294615,10269543.8415969,25405622.8386224,8042519.46872517,11399785.4879735
"DGTS_DGTA","DGTS_DGTA 40:4",12938029.2310554,13407181.8918856,34701732.6511751,13128533.0152786,33340167.6400166,16089246.1265989,1752503.57518954,36616241.3867542,15588508.3129893
"DGTS_DGTA","DGTS_DGTA 40:5",5743799.0366114,9835356.60330282,34809784.3254678,25386117.9943003,16714379.9005627,27014284.3238702,2147625.16562819,19225666.0492938,11537783.6770163
"DGTS_DGTA","DGTS_DGTA 40:6",8636977.48011128,8164109.27120906,31586834.3269926,25143965.51719,5330922.97567182,12699193.2446708,22393690.8663452,6782793.94158946,9794280.28686395
"DGTS_DGTA","DGTS_DGTA 40:7",14632217.0216055,20823724.2413798,37482281.7153324,43388248.4729377,8834603.03726361,2821866.90974002,30666880.9534868,5119370.44338918,11384635.7530232
"DGTS_DGTA","DGTS_DGTA 40:8",3922214.49410669,6202460.97337592,11124751.2782669,21681724.6934513,4507080.16602044,314402.617211533,10109808.6010389,1286659.04511213,3326198.51586766
"DGTS_DGTA","DGTS_DGTA 40:9",19280017.9133782,13889907.7284936,33194339.9219816,52744962.498058,10476306.7778516,4313890.46647603,10862618.6611682,3119659.20784634,7389812.53858225
"DGTS_DGTA","DGTS_DGTA 42:11",74867422.5154568,174956826.144471,280094740.453856,223034258.107217,66740384.1811284,63839302.4800701,104813181.957224,80331610.8785812,112827993.731033
"DGTS_DGTA","DGTS_DGTA 42:2",1306948.83215806,4237848.51371118,7153668.28601468,8099171.79273907,757031.729927763,928071.778935922,5041090.27730034,2174932.10073973,2114192.11030235
"DGTS_DGTA","DGTS_DGTA 42:4",6583763.08226556,9611554.34668431,25818588.2321496,14046329.0541313,38746886.1352359,26142131.71746,2716209.6680515,38725158.3469273,11819600.3649509
"DGTS_DGTA","DGTS_DGTA 42:5",11631771.0428429,14724367.6975269,50458064.935891,21969363.0023807,43589212.5700928,30146109.0598302,2199108.2391707,38551302.1425737,19885123.4167776
"DGTS_DGTA","DGTS_DGTA 42:8",5399153.62144939,5596324.43192573,9552823.16299538,3365107.50650436,8983605.63212747,1597374.9686809,2846604.83173712,4815509.02228497,4120148.87869497
"DGTS_DGTA","DGTS_DGTA 44:12",132947061.848067,207922515.506977,618018076.397298,882367016.951103,265292650.461841,90417822.8317968,383505290.890681,112910350.968962,99864887.8312746
"DGTS_DGTA","DGTS_DGTA 44:4",1196971.09853326,4315651.69740566,3806331.12261997,2320347.86289711,10728705.6068697,7999339.05510016,871651.678674978,8607667.73843959,2631923.44127598
"DGTS_DGTA","DGTS_DGTA 44:5",8847048.93927785,9922653.24466394,43406170.7451984,26404013.2652566,24094901.3433058,25615966.9968077,4564452.58689228,26454339.9348708,15120355.6947654
"DGTS_DGTA","DGTS_DGTA 44:6",2716690.06120513,6375545.49053871,29556414.0203064,13618128.2214521,17888078.1684816,14177414.0105062,2069177.88130194,13349609.8958674,9499214.06544289
"DGTS_DGTA","DGTS_DGTA 44:7",3432972.02754947,2831400.60183492,16334701.947045,7252592.59424778,11945695.1058221,11879402.9312717,1196911.79344736,7037103.07168535,6399346.03737033
"DGTS_DGTA","DGTS_DGTA 44:8",4916480.66595111,5393701.36151423,33061720.361873,22670067.9174781,21249789.5341842,18986905.0990979,3149988.56997195,11405842.5524055,5435971.17453436
"DGTS_DGTA","DGTS_DGTA 46:8",5346706.25235521,4828501.65663835,21861378.695039,20095730.1471974,22309136.2206436,12162773.0261303,5302290.07666726,18472101.4952584,5856876.70084925
"DNPPE","DNPPE",602586786.649888,3615520719.89933,3615520719.89933,2410347146.59955,3012933933.24944,2410347146.59955,1807760359.94966,2410347146.59955,1807760359.94966
"MGDG","MGDG 28:1 +3O",2268616.84404202,18371831.4812869,48342622.5925983,9291415.05582459,46051147.2887043,52963824.4096517,5576385.33577183,45884637.9446285,16111577.4955609
"MGDG","MGDG 30:0 +1O",2775449.38659775,7199418.28144858,15425685.265608,8654963.31934037,8204861.48535126,5081920.86599934,3259927.26443659,6845663.91686952,6342102.27317476
"MGDG","MGDG 30:0 +2O",5753253.1045404,23222556.3009863,30773298.7373785,10617214.1365915,16567574.6350899,59253467.3394933,4970872.05897591,23207790.9482068,18164419.5517924
"MGDG","MGDG 30:1 +2O",552493.852181495,1730618.55232891,4307941.26881809,1874861.33882002,2261450.4588674,2964612.53386683,1025862.1635307,1889750.44150234,1381086.11388702
"MGDG","MGDG 30:1 +3O",61310899.8584611,283400989.141464,329349940.884116,93138634.2670472,47873773.543017,586998833.091955,64355148.0014069,171299741.353543,139595155.837614
"MGDG","MGDG 30:2 +2O",584565.980337702,2437691.46237407,6305134.13067938,1506020.12921832,11533791.8131313,2518110.35386358,1262407.5174775,10709410.7866616,6994452.03192991
"MGDG","MGDG 30:4 +2O",804090.722825401,2158517.47760066,2431669.64349649,761787.734356638,63602215.8485152,29464817.1667093,401313.916883667,41246133.5565247,874697.095554509
"MGDG","MGDG 32:1 +3O",689762.9501581,2897064.40559552,3789499.15684968,17286159.1813163,3948400.84264914,2269875.55357199,3404951.74801111,5685553.66856198,1542126.28330235
"MGDG","MGDG 32:2 +1O",1838245.42330676,3675257.49608984,6396781.78237792,21777621.7719838,1283787.45630308,1850326.2147607,11181054.9521191,2396461.28987353,2819967.03839853
"MGDG","MGDG 32:2 +3O",8016431.36864957,32891044.4566967,43611779.9717055,9595615.16236495,6708059.20369803,237408415.506646,6101319.31204142,33469229.3476109,22548872.2150527
"MGDG","MGDG 32:3 +1O",4245757.36381338,5764274.50230829,4969013.93467511,8041468.82885304,6624317.91579758,5015848.35227013,6666143.65649812,11243208.1333072,3988038.7193471
"MGDG","MGDG 32:5 +2O",51095.1316935204,0,128488.887098264,20896.4356621424,38768874.0854375,19287415.9482286,0,33547580.7660687,25450.81698636
"MGDG","MGDG 32:5 +3O",2065463.90455756,7754876.94496671,15309101.6772293,3520091.52034613,4987144.25426072,5058583.09655659,1272805.02124913,4738311.60207106,7759311.208541
"MGDG","MGDG 34:2 +1O",3029523.06246428,6591402.66294975,8938123.10047497,26509330.0032348,7355017.27244062,9894338.11570174,8497765.69544332,4611858.73070066,7578904.98372951
"MGDG","MGDG 34:3 +1O",2471666.54539188,2139634.10371544,4122668.59036467,17477827.0116548,2010606.59922854,10333151.805627,11880263.7569854,1431701.62947324,1951590.76431484
"MGDG","MGDG 34:5 +2O",4016890.45516775,1009622.55694917,1983696.36421309,0,56627396.0058894,70346534.7235118,0,349205832.330372,449151.866581787
"MGDG","MGDG 34:7 +2O",309997.452696719,212717.336347734,275466.441620676,123694.037561588,19961268.2623514,8703821.20192665,15822.0719880483,38895799.5763809,216038.278876961
"MGDG","MGDG 34:8 +2O",527508.850771905,58270.1667682672,178191.745264903,0,42654399.4061323,11532252.8460572,28988.3884022435,49804299.9646597,0
"MGDG","MGDG 34:8 +3O",491768.026727018,8127678.5137213,7818929.31552421,8875531.89994588,2161376.08936652,9736632.93230176,1660826.29767502,4799826.94937583,2383436.66149776
"MGDG","MGDG 36:0 +1O",66255379.0534091,102295598.64724,87311989.7770401,15579668.2739793,41165081.6202071,146131650.845778,2744168.42530209,113235693.849694,111068076.421593
"MGDG","MGDG 36:1 +1O",421082.010706056,4387668.51084416,4243663.15980429,1398074.37871743,2293910.2941086,2951358.25123718,1332334.17101821,2036035.03856328,1772272.13482397
"MGDG","MGDG 36:10 +1O",584726.907723607,366251.327079957,772285.024724764,257633.664854648,14362195.5160082,51645898.9680629,27439.6954794555,76251943.1516609,161609.953603621
"MGDG","MGDG 36:10 +2O",892242.367871456,1134783.60215036,5110307.9369466,3383022.94952114,156086.138808978,0,1555935.10411077,0,469945.329025447
"MGDG","MGDG 36:10 +4O",789512.064503746,402212.786704705,51019.7129222241,35581.6022110232,3573200.30710773,57974422.5524051,0,58115461.5917286,38612.770263789
"MGDG","MGDG 36:2 +3O",207954.781652161,1115873.56036168,2404005.95428223,30104.6617958955,8733977.05535869,5403897.63371327,46192.6572157669,23336931.3071054,149112.105008287
"MGDG","MGDG 36:4 +3O",0,0,0,0,55637245.4593001,5067188.06837866,0,11247063.1047481,0
"MGDG","MGDG 36:5 +2O",1082549.97197139,313735.426858594,324640.955379836,0,24041300.9473118,33813557.7071435,0,130232078.763102,406106.313092181
"MGDG","MGDG 36:6 +2O",4017593.71617004,2977412.11903052,5333034.61188352,18875.9456188936,169795227.636965,150715898.136276,0,759464335.906139,3345897.93623712
"MGDG","MGDG 36:6 +3O",4379216.23371329,15504262.1592265,4659129.19719242,0,11071820.5839234,11610001.787347,0,29523105.1568772,9325921.36528309
"MGDG","MGDG 36:7 +1O",722809.16013981,1833910.74558925,2878873.05535642,1763988.39825002,1722400.33163421,2490449.51545392,1038728.69946138,3853877.96527133,677296.036583843
"MGDG","MGDG 36:7 +2O",9769237.60535033,4608820.55668396,6521680.9790334,0,217219630.789706,231912802.340951,0,1101394694.7954,3325788.14064332
"MGDG","MGDG 36:8 +2O",7393189.32524577,2795301.61309044,3104173.07405308,0,267424628.264184,185311515.98986,0,1179800273.49142,3163591.75366944
"MGDG","MGDG 36:8 +3O",9750840.39275336,45113516.0231145,11820677.9184693,0,44352105.5264237,36262112.7843724,0,77256744.9309981,15500196.2237707
"MGDG","MGDG 36:8 +4O",147528.532886651,62536.909159994,66047.0259974107,0,11600220.7861221,14671324.9001967,30604.203579969,32542823.3204949,93984.8581452963
"MGDG","MGDG 38:10 +2O",886579.030117316,1378021.42470395,2649861.51308491,0,79480642.6197158,15869034.4167027,0,62445534.5792494,34662.4452755688
"MGDG","MGDG 38:6 +1O",1245502.06275948,3535564.53564971,5599057.01393957,1446426.53734247,3348920.38743009,23186474.8307568,529670.461384149,6555212.42035853,2493289.56160261
"MGDG","MGDG 38:6 +3O",1269951.5356625,2754202.94928871,2496401.96886407,648442.420471146,501519.72943166,3431971.98481237,399480.057110261,3430281.80209787,1591662.93913013
"MGDG","MGDG 38:7 +2O",56642.0526197072,0,156800.346991125,30421.9166684935,17517382.2653156,8575176.50074095,0,40389865.6309664,135415.225602857
"MGDG","MGDG 38:8 +2O",305744.872439004,1136917.41578561,533738.538680731,34010.0006194588,19962770.5660096,11994237.479337,19792.1630200525,41467094.7251914,4490677.77347705
"MGDG","MGDG 38:9 +2O",669162.039994327,576244.495121245,1564624.9171195,0,66643185.7045119,17170361.1029611,0,81645972.3772297,549758.956347354
"MGDG","MGDG 40:11 +2O",22940.6322629099,0,0,0,12272607.0252868,3504709.88738512,0,17051130.0346183,0
"MGDG","MGDG 40:8 +1O",2816352.25597178,4690651.33476069,7699443.7631919,85194.9073839174,10731172.7198124,10383194.2833969,37386.2672409348,12785776.2310468,3460603.91006404
"MGDG","MGDG 40:9 +2O",3160427.07839905,11334573.6639829,19732352.0022763,489143.178893309,7744962.63511786,8944321.76726869,244241.882245275,13954062.8269567,8214390.99954584
"MGDG","MGDG 42:10 +3O",9352313.7811941,48535321.3488892,54860574.9026679,30898202.1556502,42501619.2868348,36218346.0457573,22909387.3997205,39270749.8890416,24111621.5532235
"MGDG","MGDG 42:11 +2O",0,0,24393.2312234827,0,32413455.552385,6535104.18046497,0,33789628.9090387,0
"MGDG","MGDG 42:6 +4O",1501382.73795708,2360597.01017221,3150274.89736711,0,3274132.5497002,8992355.91961266,0,7376870.99653979,2438933.82773534
"MGDG","MGDG 44:10 +3O",341582.455155005,829667.419661894,3694742.19595232,2754191.25548667,4471290.46779771,2400258.75738016,260938.048791221,1816937.80178051,849129.091246495
