"species","compound_name","Orbi_1231","Orbi_1232","Orbi_1233","Orbi_1234","Orbi_1236","Orbi_1237","Orbi_1238","Orbi_1240","Orbi_1241","Orbi_1242","Orbi_1243","Orbi_1244","Orbi_1245","Orbi_1246","Orbi_1247","Orbi_1280","Orbi_1281","Orbi_1282","Orbi_1283","Orbi_1284","Orbi_1285","Orbi_1286","Orbi_1287","Orbi_1288","Orbi_1290","Orbi_1291","Orbi_1292","Orbi_1293","Orbi_1296","Orbi_1297","Orbi_1299","Orbi_1309","Orbi_1310","Orbi_1312","Orbi_1315","Orbi_1316"
"DGTS_DGTA","DGTS_DGTA 42:11",17960152.7414162,11181100.0648932,10897968.7473316,25660139.8159146,18830712.7394037,12682680.2475621,13155646.4599917,41321642.2330379,8512162.78535971,84645736.8623928,24820107.2759761,57244973.2551725,38671432.4482099,15665666.9328374,63117683.9070224,19095968.5564157,31574895.8863913,7131860.95298996,3620286.86546299,28443641.553261,80563897.2188075,41699923.3005451,22872515.9962185,11378022.6004849,7828584.63795845,15607254.7026035,27397621.978497,65645843.142038,49996039.388058,18515786.8789849,74867422.5154568,21208794.6233216,82603104.7161427,9115777.28415278,64822005.8009143,53148665.3338105
"DGTS_DGTA","DGTS_DGTA 42:2",738038.735493812,70423.4351694115,669873.864790448,856167.990153096,104404.001921321,212181.502712643,0,1570249.86002701,0,3565095.05192054,2701757.23853177,1480232.24092319,769083.178741554,873157.493525541,1040743.43652095,671724.116635777,600595.101731551,0,251527.791212072,647039.99395086,2839803.55400349,730101.984638704,572139.985802529,785274.91234419,822941.29439322,412501.167943738,581133.810571846,1101095.84062706,871331.892421812,0,1306948.83215806,474426.792045709,1846722.17287689,274673.052960329,1105048.00513593,1266517.08994403
"DGTS_DGTA","DGTS_DGTA 42:4",2018796.43477099,5522565.2766357,290491.331383428,11444493.8829955,5364518.59958176,6429710.45312757,8102833.01705398,1409647.73128206,6170840.50451194,8404465.2845581,584081.936028355,4412152.21377486,722480.000741077,412493.833899604,2573597.0808667,10840211.6312134,3654352.95207419,3565972.51194591,1705276.59039898,12874480.3207725,4057374.58770855,2656588.49585976,10741827.178491,732001.316688069,507536.482831007,1346980.40450417,1579114.0071564,6818267.0083725,1076952.69903361,8330509.3489882,6583763.08226556,12520936.8839067,7369725.29833124,370964.49413086,7583799.58045488,5430418.49151709
"DGTS_DGTA","DGTS_DGTA 42:5",3719420.02736348,5808734.67712569,405549.131486366,10453279.9547391,3939291.59201686,7749448.94659783,9973167.17258649,1023626.62287411,6958432.01642432,12493165.9771679,499484.286373376,6751613.41004858,675997.329923213,125570.251478758,3425937.25687316,11116642.2823212,4633665.84061274,2889171.50936254,1571301.57296757,14092208.3961509,7478781.76346778,4336429.57791507,17860026.1775066,1021839.86033517,598392.758774822,4180570.27518758,2672834.50050647,11070887.3009773,1399022.50297017,6775489.71733916,11631771.0428429,13099429.7573584,15728493.9455148,444176.083389959,14428090.9729305,12122477.6155756
"DGTS_DGTA","DGTS_DGTA 42:8",563558.218670412,1517591.85750934,26942.6802005788,1172695.660443,403733.607925505,1771961.69632708,2110008.9531359,1033063.31438583,1346936.88614869,1500638.40436715,326126.564364569,1543498.03088616,1487414.95298672,39786.5310435881,1936069.60060075,1210416.39277417,1559365.0480234,402420.31297612,31398.2211222613,2029976.65609169,1290928.71209512,1768926.13514216,134129.804460883,147248.547647253,91230.777244685,889743.613842151,1265700.04717769,1671040.21682941,482309.6127974,1028113.33517225,5399153.62144939,2237106.23900647,2827779.44762815,22283.8992911181,3583845.55220756,1423508.90442568
"DGTS_DGTA","DGTS_DGTA 44:12",17527657.1510558,40214798.406933,28081051.9186959,34790044.5112388,30300427.485298,50929434.0978197,50559844.0026987,140884492.522661,34700746.1722884,318401305.694133,92060920.8534156,111887139.083655,150559877.514605,15805684.7371329,95769240.544842,35145498.9461383,27087665.8607917,10322666.3271206,5562597.30898213,32652141.1844641,300934969.506958,43324941.3226565,28310720.7809618,28172729.3037231,24582384.3690443,17523880.4661732,25427980.5894185,55253341.5043097,238448357.380968,26244077.2565549,132947061.848067,88887827.7821013,174565195.237469,10067011.1618715,134756332.727721,140555628.126034
"DGTS_DGTA","DGTS_DGTA 44:4",1088716.80236923,1555668.50747554,359266.476437506,3337061.06075155,2215581.27795674,707529.413827026,3056139.19781718,502936.995607995,1890277.81128665,899588.865839792,125025.546877775,1246604.79271385,243689.136189208,295392.367925102,1338729.23306698,1506338.10291867,1675804.75252827,1439804.95424392,753709.478208932,2324463.62052545,565819.410699341,749751.122853205,1804902.34538938,274211.045419471,139678.302698069,125108.429303221,477491.182092676,831010.259444491,715261.283659903,3225145.95354511,1196971.09853326,3519090.67646331,1335160.09756895,365570.989098474,319283.713737141,271804.996743053
"DGTS_DGTA","DGTS_DGTA 44:5",2990813.30934562,3256599.73410918,290218.536361018,7366509.20974563,3305177.85741206,4453066.72268212,5483973.63150764,2253706.8990085,3893062.39062741,15300806.5620272,1044611.37957849,3776675.87054999,1266134.30830529,111516.61267297,1963757.49241331,7369390.85065717,3647499.0858558,2378618.73654887,1590848.68034181,9339821.13791914,8023686.54660013,2653832.55215774,16425826.3413678,1265929.97061063,1065953.12521686,2139635.0553798,1845094.27924618,9333221.55352979,2013567.03141241,4294114.11768606,8847048.93927785,7008198.86437946,14017448.7408217,357638.998828127,11327738.6416091,12728158.9852458
"DGTS_DGTA","DGTS_DGTA 44:6",1746797.20384548,2742693.91472584,0,3894055.84233651,1282086.77508567,2326511.05312615,4318877.52340551,594798.058223123,3221930.37888707,7562490.7506278,939411.239474635,2868364.0191315,534968.583604182,175151.566894339,1368439.71937097,3620012.471055,3187539.07503992,1016946.04079989,661650.04740935,4818595.54167601,5077656.36919507,1385982.3958813,8931164.80022858,821105.838908427,308992.872487834,1939903.44179726,1656240.89694751,4371771.54860572,668988.229141379,3302512.38778262,2716690.06120513,5278065.298337,6464826.09103495,42933.7075991074,11067947.4947788,8334170.57645278
"DGTS_DGTA","DGTS_DGTA 44:7",427341.664409144,1750787.71518773,81199.5695812595,1803159.08041728,1089962.19065724,2433859.72773082,1731255.55401517,600874.726940951,1319368.08019149,2688387.85645951,218027.826720517,1698362.59449966,378009.239785892,0,564605.106102317,1719407.06924337,2507397.64699482,326456.094677586,320770.056540329,3188080.82734712,3463559.87187806,982336.633627744,8399308.8793021,409578.999586395,171648.999994066,1432680.94924867,757657.314547001,2459267.44112684,928995.865916148,2069361.80477207,3432972.02754947,4710424.02869692,4045127.72142095,99459.883148711,3558705.23784749,6541727.82410927
"DGTS_DGTA","DGTS_DGTA 44:8",1546829.38970473,2794830.89060181,43728.3068601614,3004127.74411977,884650.476595759,5345152.82750338,4960393.420432,1433422.57393328,3333249.71862168,13212285.4895744,677998.10651223,2409163.09981121,1038567.88952645,74032.9955565179,947166.534938666,2576948.42475641,1582195.9806898,160596.898737747,496309.962043383,5664169.48479155,7826360.95122201,1561068.0987048,16125386.438003,831863.579505125,348429.907743124,1281484.76730692,1264604.34260951,2572290.42653764,1282991.56893862,1480558.22245571,4916480.66595111,4816162.67702528,7366075.60048613,0,8470401.37676462,13940488.3984458
"DGTS_DGTA","DGTS_DGTA 46:8",358643.110349148,2761028.15979821,697706.09345048,5040231.55924478,1487650.74246429,4724964.26621195,5484657.49596915,1723892.88550154,3393487.54340025,5969160.2087337,1356917.43882649,3030933.68162627,2221479.75233923,0,1272673.6570675,5228003.90230662,1880861.00574444,1525569.295818,1144354.0491254,6678296.737889,7796051.0067672,1940925.151152,6855902.52499291,3011602.72489106,535648.862376466,846814.4981282,1136991.2746674,3129201.19697661,5794870.06932003,2674865.70954769,5346706.25235521,5944998.75526405,3668518.39257611,119268.463402309,5660374.38193224,5792243.42056281
"DNPPE","DNPPE",602586786.649888,602586786.649888,602586786.649888,602586786.649888,602586786.649888,602586786.649888,602586786.649888,602586786.649888,602586786.649888,602586786.649888,602586786.649888,602586786.649888,602586786.649888,602586786.649888,602586786.649888,602586786.649888,602586786.649888,602586786.649888,602586786.649888,602586786.649888,602586786.649888,602586786.649888,602586786.649888,602586786.649888,602586786.649888,602586786.649888,602586786.649888,602586786.649888,602586786.649888,602586786.649888,602586786.649888,602586786.649888,602586786.649888,602586786.649888,602586786.649888,602586786.649888
"MGDG","MGDG 28:1 +3O",3550651.78546768,6506485.56870416,3583226.09774951,12627760.2680779,14569164.1798716,9085283.39089871,9176680.24857613,1895148.13995929,9881868.88814853,3274248.33265861,1940099.69646252,13236417.7199843,1741137.49935003,2830861.73764443,2351447.94476125,9837787.5502813,1827154.86573923,7701109.06478343,5547096.16137835,15717981.0614859,3078254.85949404,2747482.24418928,13521423.9251954,1611574.50293032,1710636.98186026,3735121.90264704,3680234.7942823,10549300.7271746,1228274.88181168,19326140.1432064,2268616.84404202,11400829.1923768,14335615.2817601,3211152.97494197,7923918.7901544,7651870.20001971
"MGDG","MGDG 30:0 +1O",891899.773682695,1234912.89437192,402937.72565143,1525758.83764835,1237483.56386254,1150599.12388389,1840204.21937521,1085620.49971371,1262154.84994259,3223563.61535151,820350.052668183,2593691.71032705,1353956.7120547,322281.369085581,1425136.28580447,2254398.94265738,2129952.54778145,1242238.90381614,677661.168418763,1823267.23274765,3324775.14004557,1716592.65616386,1116687.74681585,1111729.63418067,345858.997652544,410126.752530458,2180962.93813066,3802022.97286285,1760765.56629075,2050088.38690218,2775449.38659775,2716990.39777763,3372757.50375799,662545.258581319,3657026.73189504,4287541.95979586
"MGDG","MGDG 30:0 +2O",2352349.79945789,1815023.07521382,833060.757534773,6891786.68256905,4716047.09783873,2648577.62194437,3812220.22325976,1560754.81108592,2625136.83870281,4742426.24807209,1994846.91928841,6146097.40485796,1415270.32860158,1616599.81373016,6719949.05523693,7748810.09907283,3737652.96809947,2620790.79051039,543667.929337798,5946403.37605452,4464723.60622292,6358895.62853388,44822136.9235753,2129759.47787935,561308.893268298,1820882.49972193,4081521.74054574,12605884.083971,848755.389028232,9171615.38874152,5753253.1045404,5666616.87596917,7535640.30264997,2093240.26348171,8366415.45211532,5762325.34234111
"MGDG","MGDG 30:1 +2O",230914.788904851,211559.855043385,126545.517840019,239277.259830709,214175.16043079,266389.952127504,732387.820316627,290809.299872839,244978.84934296,722440.145852014,329708.268127294,1033360.07698434,405344.595530571,72397.8575833747,310670.135275837,536802.695523568,220531.86677215,327907.367348589,261707.409669896,785763.11879947,765693.268689993,498182.549507021,2024044.20006591,125142.272841812,46567.156137385,87451.9670822892,465215.887893608,1073102.28003258,340160.768140627,464685.763700231,552493.852181495,806133.982036921,1200097.18291357,153237.33316422,1093883.20086258,728913.017375766
"MGDG","MGDG 30:1 +3O",37289391.7400348,5300978.23242914,7095765.60091727,47932103.9437129,40995319.5920432,6950746.22506434,11686526.6175042,17511264.5051601,7331688.5059637,39059988.8424158,35275359.2505663,28484456.5285255,11568524.2456805,61718736.0556734,53391413.2352125,39294485.1764924,25268247.0875607,37970697.6689922,18812107.3791588,46102454.5643459,35063752.8855967,64506859.4012153,468094175.018095,38943561.813544,4252623.1431125,30462602.0131764,36705146.6057073,83864306.7368769,14762269.3959222,59097231.1026581,61310899.8584611,16603833.9620556,50313045.993072,29789442.1036211,71633536.1468169,132879574.801241
"MGDG","MGDG 30:2 +2O",350278.793250339,2209576.10546145,169205.053017534,2295985.85411649,478057.047171428,150896.030666781,3418859.42804027,520203.750046268,2159847.91302956,460311.481054304,377952.78186926,1344336.1536422,364250.985561975,281863.605323138,466732.647576077,3840032.41481467,201974.38211591,459261.88772079,597940.943040115,4114130.63000962,695797.196174074,494876.382290299,859906.482566876,277346.229300286,68517.3126411841,460352.021256289,494242.574318826,6332125.62855771,281394.139348755,582205.881085163,584565.980337702,3594612.33593326,1901727.39478194,349697.459615397,1192126.37199767,1420392.92793975
"MGDG","MGDG 30:4 +2O",451664.787253768,12998336.7377271,40011.758960531,14115198.4424911,12103260.2253012,12002443.2634538,11152814.9378088,139814.683355199,12818600.96089,211791.433026846,231763.91252979,552404.606462099,29735.3209986778,275740.761787141,370511.466243443,9468457.46538992,279564.139307605,4551012.12346687,1582700.78200487,13111465.5251768,210140.601865435,316681.00388428,3845007.61008946,204937.752185109,197329.650489921,136068.838774401,623074.003733565,459064.117472504,142526.048974436,11933848.5493138,804090.722825401,14630019.9486355,892983.554454378,120845.454698464,496463.963584193,244868.00785018
"MGDG","MGDG 32:1 +3O",368718.898343304,550356.141233435,264503.574213958,1522427.89591708,603431.578678772,712100.757255169,926091.676975892,1195756.5247012,867809.86362659,4859080.01542113,709199.888218952,789969.472477833,1499995.33509096,529791.191739092,372232.898052109,1641251.86799695,569881.217281865,1310225.64692862,762538.507033067,1211648.25771934,5167438.2287235,561848.690792182,0,739886.985593194,901979.881025464,203115.26661691,542282.276116982,769129.799403579,6357661.05614626,903905.467860152,689762.9501581,892042.403558058,456848.488711362,522190.450551848,718168.164011453,820122.471841877
"MGDG","MGDG 32:2 +1O",277390.567726637,341055.83788844,484904.844512969,874009.461934114,769027.774134423,191253.373609584,258721.800511775,3723059.8929241,247330.053194454,5593564.95526361,2979381.44127596,1263248.44788469,4478613.61791908,424654.093980416,997160.111498494,620749.731542688,746081.982165474,358635.430181765,681287.631434166,543066.666214962,4573631.90640655,1007096.55204908,0,653535.31973919,1837637.97589987,617856.947139187,669277.531485708,1456028.10909387,9772786.93441374,400010.809192115,1838245.42330676,245426.391098826,1431259.49723091,299678.639349503,1308347.68345126,1255485.98955889
"MGDG","MGDG 32:2 +3O",5084011.37959792,402274.160188836,1035581.85727587,7397812.53832324,5980879.95833034,1260220.17611417,1697260.01153732,1911434.82844231,1100436.21252254,2863592.63405106,2408926.57747358,4150500.40750551,1780957.90612554,8446041.77124682,5158144.56966937,8815414.01399315,5123261.77576826,5234626.41654698,2189738.75257848,12021376.3787475,3616783.54950462,6422018.49150451,215211858.837721,4865753.62430754,845377.873704056,2683223.18261518,4338030.66096445,14742387.2566693,2269861.10510522,14025937.9580157,8016431.36864957,2247868.64333517,8250675.88380431,3442797.58371368,11135615.4684835,14173652.7303288
"MGDG","MGDG 32:3 +1O",634784.838389305,861923.977488129,143782.745796335,3408644.6140868,1351002.46987493,1396138.70961516,1390922.04974431,2298023.46273818,1398333.64266291,3136846.02302614,1740366.21069179,1319061.90618451,2627753.98306816,533202.259758804,2082186.05960208,2772271.94793484,2119237.11640354,514562.06112387,258154.838368484,4547729.51016168,2502231.65355195,1458905.33632019,269921.19973797,239053.601113973,61911.3651094662,315539.386439355,1015393.29123543,1553262.2165042,2340479.78716549,3136769.84428874,4245757.36381338,1576999.53628707,1214829.18709715,39802.7170024845,1185817.46661564,866469.0278675
"MGDG","MGDG 32:5 +2O",0,7749651.91005785,0,10738714.2699322,8444144.48512066,7641464.99788269,6628194.1536134,0,7937508.34356919,0,0,0,0,0,0,6390675.67205253,25450.81698636,3145738.11736162,451312.388983455,13272452.7067224,0,0,1815216.31359006,0,0,0,0,0,20896.4356621424,8576742.7605344,51095.1316935204,8812054.68031435,58526.90148022,0,69961.9856180445,0
