"species","compound_name","Orbi_1231","Orbi_1232","Orbi_1233","Orbi_1234","Orbi_1236","Orbi_1237","Orbi_1238","Orbi_1240","Orbi_1241","Orbi_1242","Orbi_1243","Orbi_1244","Orbi_1245","Orbi_1246","Orbi_1247","Orbi_1280","Orbi_1281","Orbi_1282","Orbi_1283","Orbi_1284","Orbi_1285","Orbi_1286","Orbi_1287","Orbi_1288","Orbi_1290","Orbi_1291","Orbi_1292","Orbi_1293","Orbi_1296","Orbi_1297","Orbi_1299","Orbi_1309","Orbi_1310","Orbi_1312","Orbi_1315","Orbi_1316"
"WaxEster","WaxEster 36:9 +4O",1946984.34285226,1848893.20928936,677685.389186642,3824587.2121141,4248471.77315073,2059662.31805577,1305591.37545178,620448.436082885,1926101.02527404,1187329.07476847,340654.993568609,5723509.85633782,1006620.29402092,629069.394912431,2639882.17733138,3755418.30361245,2542554.23846144,1281745.44714544,1768710.6041668,3858445.69462395,1443570.87488756,2783799.21281331,2968420.76483879,868875.796054918,276323.178585668,1579304.65506759,3204261.32204549,3072670.25334389,611274.970313642,4832477.41910069,3237510.42649563,2598701.42893068,6278843.50929811,331914.778803777,6555978.65899065,3553818.8723339
"WaxEster","WaxEster 38:0 +4O",1174337.25098264,1230289.7779637,869166.294689131,953678.818681847,1282393.25459808,1344795.88901625,991699.847897371,461918.786700188,735111.47970973,433451.670827601,898216.917645166,635065.321974339,439000.440977435,1176563.70694181,825369.002762389,415873.232789116,377899.636930612,460116.240673604,608183.19483718,262747.877217134,252305.975111285,482540.992602391,487424.033971614,1037064.06264325,577413.725580655,288831.243660891,582142.362269864,155736.713676196,517204.942905532,686620.305194777,918308.939100224,527718.608415039,667128.788176684,789097.835246097,651344.518785887,422061.423057284
"WaxEster","WaxEster 38:1",1709139.33672287,807912.518623293,1490033.73181564,857594.758530305,730104.272585073,813197.297353339,544196.614532818,3479182.55402217,1041616.36391799,5558004.97380031,3217255.97090053,2117659.32123484,3703514.82664569,895395.428703926,1470306.90068924,551834.706659777,1161961.97672946,186873.165855285,183028.260572534,666026.228413533,4520221.80076776,1293668.04524577,788625.645188719,964107.870908334,934288.826252494,761396.747110847,1233824.73892346,1013363.76468012,4038149.300607,573983.550991887,1995579.93232021,1349374.98604745,3534383.34848779,891532.462930982,2783648.4132366,1721784.45079215
"WaxEster","WaxEster 38:1 +3O",1074230.94695681,737992.456878489,475831.198541634,938259.273197175,630071.105214808,796987.078186866,975469.795924216,159585.883736098,1409630.37742019,1474474.16740578,131433.924162163,593574.55156973,226491.106778548,1770261.93793644,746552.578932817,584174.075412268,2292857.39612552,421331.695070691,959864.045502176,1602391.02901894,1541917.93359988,1162430.6678192,689712.199450357,924021.47283748,695508.534511762,2365527.32746951,1519413.04134696,1831818.89064,1426409.0911354,992878.950647394,4993909.92635753,1251645.78029156,1642306.34839819,661194.007954099,633474.788419513,550595.049628534
"WaxEster","WaxEster 38:10 +3O",970301.600473907,4196424.41742349,80492.4155838951,13799505.4932965,6182648.51465255,3563191.32187088,4877636.77289317,134582.92822252,3816043.57150221,931943.538293842,82173.6394846651,2277241.93963628,45275.9029393336,193326.31436802,3342184.15879034,8786596.10429488,1416366.51965882,701427.125939477,401586.539170003,10843145.9144732,960022.339812224,1842646.94353695,1925354.5875687,135668.398744275,16324.1425313159,227916.754581862,1123971.62941322,1309662.33260661,1191151.59113091,6401599.63256169,3414198.08148565,5954081.02853618,2902592.63674406,128073.644560305,2640365.69033416,1147602.1955856
"WaxEster","WaxEster 38:10 +4O",120504.268474713,3540793.45634428,370867.716895622,1845083.17294969,1670748.61072508,4811089.96495874,4466106.53172952,236249.943575941,3912913.64758033,976515.102557542,0,946802.446009857,279382.306051507,27666.693531691,991921.766798355,1172463.06416344,82373.7292619545,886617.719554695,1417032.98269768,1447768.7864156,767531.099005859,256788.541297764,2178089.51462736,366599.968023251,26425.1436030766,66242.9415016454,366008.653479292,125191.975395086,257729.401242642,1099061.60239459,2020082.826669,6039959.88956725,1253481.26383537,0,1958749.57403373,1241666.88998797
"WaxEster","WaxEster 38:2 +1O",6697500.34646903,7767556.10342609,3425188.90902559,8391997.937074,4684145.74868989,9005542.24940101,8953321.7384588,6598923.3779176,12907059.0908485,14241497.7178535,6585849.8399526,4402584.89638051,6715979.77189034,5455115.25836036,5479068.91122234,3805637.32183216,4559799.33765527,2906602.82889303,4246933.67761644,7905140.45483223,12518385.2944097,3889945.06905919,17075431.4345438,2693448.81018549,2583226.09318502,2100972.83077312,3184732.52273591,5661961.96388784,6583461.85119124,5235402.91127866,8260101.17045355,12090206.034838,10350135.6837824,3593199.90914062,4974873.13737524,3428548.90187203
"WaxEster","WaxEster 38:2 +4O",1799305.33665216,1858150.03960115,369992.140569455,2026889.56652718,1524918.22745903,2247910.20677258,2704396.01939679,497028.158264925,2600613.69722405,2705065.61063021,270873.308443227,3919799.00906957,437469.402724666,462186.779871742,4354038.05170328,3536617.33492582,1619257.5520677,707935.290859591,606390.386926568,1933916.10631575,2834134.84619095,3434039.06540397,367825.835507383,554883.807895182,0,523889.058661295,2425789.3967403,2013226.05944384,659830.272380803,2010572.16459558,8840128.85725555,4649645.97427792,5464198.60845387,222388.112053155,4874271.88391881,2936184.67125936
"WaxEster","WaxEster 38:3 +1O",5821508.54096302,4217359.44147668,1641642.98914457,19739433.405416,9419598.76966501,4960742.25179613,5699237.68391192,2197645.80727428,5598946.38903398,6065797.48064852,2407250.74438922,4797451.49133113,2233271.06330064,2137420.55583014,7243024.38487181,13964402.3369039,9513439.59341075,2992070.48105373,2312971.84944575,16997161.2902351,5684131.8540076,5555376.4150344,623152815.784844,1494735.85455226,861613.750477382,5732661.69961949,4826852.20849467,14627781.2981022,3183898.10453001,18137241.7351681,8782014.02230023,8426750.01534024,9328686.97111715,1727662.78066407,7661394.97589048,3806620.51302567
"WaxEster","WaxEster 38:4 +1O",7838900.61906071,7332466.52273337,3425685.54358892,27355704.2903979,11724340.7623275,9979303.89254649,14728868.9675848,4050584.03528384,7671563.28453865,30987084.4720329,6624998.4243118,12890541.9777654,3515778.70546079,4388264.97645307,8691534.45619956,22093468.7986433,14243280.8476156,8314914.65104263,7323891.56052104,25411276.8431949,19760021.9197862,8937655.83917638,53039225.7941452,6162840.26052117,5464380.81952756,8817343.87254959,9294679.95194697,13630626.4528305,4138133.79052318,16485976.3487616,15721669.8790707,16890511.3503056,26597716.733896,2897873.79164209,33722648.5175732,32236350.5371291
"WaxEster","WaxEster 38:4 +2O",2019377.2240753,4540763.0332497,869333.193430021,21974873.2531029,6708555.5612608,5559569.12155529,7365963.76762408,991138.21007017,6611641.00933832,4104295.76812472,1226090.63910352,6301611.49655016,1934423.33992939,2009498.67784219,7417821.53295678,26173359.1036871,7534448.8457504,3451840.86349693,2512739.75684734,27259150.3298119,4105153.77139464,5900704.79867911,1365989.66217533,858086.27997576,1429566.50364545,2438358.52005702,4548780.40999109,11831678.0759561,2617889.13557349,8548427.57221631,15642984.5488199,10193183.3632599,10409832.7720878,1488836.49969492,6067264.86000975,2368087.24697629
"WaxEster","WaxEster 38:8 +3O",1130380.17974142,2990149.95359787,319180.585441297,11191366.212517,4436789.86035238,3172243.96262026,4063709.88208497,161186.912410556,3107431.79354594,927178.568139332,156559.839844609,1914658.42046466,97949.121033894,320935.511959436,1088457.86795732,7586158.84853167,1618023.0891631,1245124.42640134,762982.390575248,8620982.39082889,837870.755503953,857822.095028325,1310737.69707156,197187.452876101,169787.310200474,578217.150005215,707068.314446747,1958096.08470476,352838.18873314,5199491.69984077,1685207.20451883,4877770.01855007,2214877.64792432,188693.656756136,1090157.35564535,789799.754765757
"WaxEster","WaxEster 38:8 +4O",101984.820146311,17351944.4392307,0,23811524.1121394,14178850.3699168,12642694.317206,16273251.7987945,23348.7374277936,16733554.3100631,0,52563.7777837706,100239.857918514,19418.8447115433,65077.5450772269,179133.533860782,14601573.994979,47776.7861562241,3383439.48689756,1020415.60612531,16761360.973531,87286.3065800963,108190.600153172,4695339.52510295,36293.8197732476,25141.8799183893,0,128263.627673086,69592.0753880459,0,18845650.7909866,627076.066632868,20373644.5882016,390451.310746508,0,404881.1629953,86290.853471422
"WaxEster","WaxEster 38:9 +3O",350059.036286791,1827397.02759636,27767.9811853603,6914683.82998135,2805082.61108651,1997032.63765515,2092764.32449093,15342.4451945292,1763442.66314907,234596.157490903,0,833143.14036083,17309.5444719453,65630.9181776694,628363.612997866,4473913.43762596,722705.341898067,282439.538176046,179017.306580871,4937583.9151456,160106.622283136,353218.329878862,674961.700667183,25570.6109680512,0,70919.5054063497,295192.585781295,537903.091128499,267254.409069934,2789928.96676639,1406475.366528,2965758.77049502,899689.822350991,21478.487042656,884770.337521105,242778.091286943
"WaxEster","WaxEster 40:1 +1O",1710994.88036605,5818413.11902047,1839217.6406039,7127990.34701831,4854384.05513928,6155899.10677753,4007804.52783355,1898852.71765494,11235482.7009581,3227079.39191332,676378.250231229,1612522.30724393,1332186.17418225,4953442.35036936,2438467.99757193,4280632.17208079,1713793.11886755,2141519.37334467,3197773.92996474,8265244.94204306,3478879.05493312,1672333.35982156,2647190.87442784,1908095.57166524,1627507.8057595,663969.077203104,1537027.05588041,1399336.24660142,2127030.19384028,3763100.62155289,6137122.57698657,9068080.89196835,5289113.46845464,1995831.14850578,1956362.15514718,1439705.46816089
"WaxEster","WaxEster 40:1 +3O",2864808.3358192,3396084.37994203,2492047.03918314,2097586.07039899,2391676.79970416,3400490.74946499,3176971.04155115,1318981.94370404,5414428.15213389,7316267.59393604,1493916.47769205,2471072.45206363,1840716.7305168,7157835.91838147,2542853.66032166,1099297.00226797,2046175.86570381,1247340.22386564,3558691.05807676,1876404.72430152,6602465.25540019,2112971.31417524,2119869.24928436,3254753.18864603,2262528.85589939,1626191.45790867,1881351.2133635,1173705.61681852,3860712.99942304,1534539.10006278,10917491.7485619,4039461.09182906,3590150.71061008,2430724.81966791,1645007.17879361,1294482.31461143
"WaxEster","WaxEster 40:11 +2O",764920.470904342,1508324.67868954,1157179.68214542,8533490.59537324,3497276.1234963,946016.422995265,981996.279908996,97828.7964288899,1151664.02879337,433655.47064286,48146.9884452464,146552.326735748,22898.0927953968,35949.6354122393,3745487.91004309,5562781.96532111,1684860.19919985,668265.985488784,292159.407439389,7189814.30244252,504346.323634872,2727454.83411848,1823784.94389494,68363.3197909256,0,1245401.97180879,332779.315760094,2673766.31120312,83832.5909483809,2307233.41256062,1488398.39008275,1708436.53523993,252694.231205026,54084.8406575062,642394.495373154,122452.762837788
"WaxEster","WaxEster 40:11 +3O",4317503.23326946,10563441.0359279,830640.513035036,53189827.8984422,23111024.3826453,11352227.7089508,14212721.5176981,487834.381592983,9684390.04888329,2343671.34059892,355413.525270754,13381654.0626588,711757.453441305,1129561.83703666,12316938.6925917,35737843.9623865,7174930.11514069,3762685.46403602,1521729.27678231,44387660.7602172,1891018.68436594,7164801.04995547,22875074.6129721,970313.191949212,184903.419044076,425812.984714291,8088819.57838971,8316741.80622623,2358021.95447897,18739832.485816,12694633.1199133,16760592.7404898,16622770.0020679,869230.013356938,13232683.0620701,4496882.83363439
"WaxEster","WaxEster 40:2 +1O",3262641.66388314,7546246.07262111,2653826.57313781,6717952.43614575,4453832.48195215,8252616.84998976,7190977.74673119,2782551.56962299,11604541.4930386,3914984.96178421,2800362.02225965,3438966.37160326,3418698.30057088,8275391.33071907,3830440.50569045,2857244.21339282,2328349.19180291,2257448.50334168,3947159.28682689,6537236.52463596,2695801.32095192,2616665.03628571,3194378.66270967,3214080.12551964,1714797.79992964,1069951.59484198,1700380.88340223,1374925.62524826,3034110.98992172,4379600.57064618,7019648.29676783,9680098.65246055,9273873.86127536,2320060.37976562,2643258.59237323,2065975.24601335
"WaxEster","WaxEster 40:2 +3O",1707548.82081207,3596485.65363786,1098142.05052184,3379447.71917476,1507096.98785648,3986056.24163027,3697495.00590636,1015920.94539489,5154886.41006624,7829813.20910385,1542212.05631585,1809678.46638078,1256888.46166461,1891001.27673691,1549462.18594353,2381183.17174641,2495993.55777946,1944285.29383081,5580864.85826099,3776511.56492868,8701064.84227313,1157212.47859849,3459834.0638266,3370056.81787421,2005116.77660927,2288379.81038905,1815969.80875992,1539346.40352852,4130803.54291453,2843668.51400738,2471072.73578151,7287076.7198224,3805911.92442557,2633378.58730608,2196929.78472113,1221120.83660151
"WaxEster","WaxEster 40:3 +1O",4603156.44198953,12954497.9139294,1204985.96079852,12118310.215293,5188938.48690621,10547753.9544423,10190643.5456915,809548.25544717,9096992.22079954,4622599.22838288,1235892.56394062,4442285.62194386,857428.329075648,3313969.93756205,4587842.40382517,9881183.15380356,2519938.20332483,3915210.55839731,2389855.90810777,14165050.5868231,3172605.19051951,2522850.98948715,32391825.1678517,1117344.15564908,590564.983472896,1164728.24407679,1543796.98887743,2590219.70309288,633656.258489695,8171699.34223713,14802558.9975403,12314642.2953577,4478097.76407729,1006317.35511299,1996817.7962708,2169551.00714629
"WaxEster","WaxEster 40:3 +4O",633615.043550529,1051654.94583344,0,1406236.80926231,998866.990777069,1568277.06052315,1629790.50172918,474722.453468989,1006006.62446357,1041685.38062583,66167.7658761548,1297118.68095686,261844.78710498,193149.489949104,2017914.89459931,2228546.5466782,1801918.83937946,480915.127476286,192605.847002509,2316747.66807118,1146223.86506513,1885768.41772112,1225305.15057902,102754.666856734,0,225001.063425231,1087875.3174386,5481971.61042714,382292.781412463,3325984.99438255,2877787.32122163,3408290.81738152,1715707.47020465,179724.289360148,1551082.25542487,798907.924209017
"WaxEster","WaxEster 40:4 +1O",12464386.3834723,18971536.173413,2934753.04105676,85147439.0997993,45730204.9201735,22569936.2729605,28933022.3270384,2526961.92476675,25011831.6114433,18102496.5033666,4935083.11864919,11792633.7731456,2447355.98850154,6009119.50593519,23296729.7506493,66696905.0699389,16361350.0612238,20512016.5906074,10674281.6172106,101117300.075663,11740830.1916847,20054333.9528999,33731065.4874429,5874819.91936611,2254686.47626075,7670477.24125093,11231223.1036682,17472483.5915055,3029945.85403367,53475986.8502695,24240526.5721836,41250574.3081304,24159287.6948376,4392542.96020581,25884167.0349954,24122495.2231179
"WaxEster","WaxEster 40:8 +4O",0,5931229.09837131,0,12059657.9775555,4975108.57206723,5733054.47236921,6476005.81493871,0,6953737.53932379,0,0,0,0,0,0,8377356.53095997,0,1347823.98092473,152929.083419647,4940189.1998287,0,0,1790881.70183435,0,0,0,0,0,0,3635546.48803528,0,8512282.67025685,0,0,40722.0082177863,0
"WaxEster","WaxEster 40:9 +4O",0,6452898.28967553,26597.5930693211,25274514.3565349,7201716.68065752,5564509.85768779,8982717.10057049,25726.9412611133,8167605.01618911,127491.52553445,0,48940.2904637227,0,27222.7736415544,146356.624981849,23539713.0833759,22310.1839846251,1827383.55333462,401607.837736958,28885558.9737575,55824.167208997,38338.0994337402,1801497.14985145,63605.7905454858,28710.07569218,0,42016.04591626,0,0,10030438.7931178,442118.634662956,10419377.9945939,64162.0738296685,11802.5397701918,72098.7165509541,0
"WaxEster","WaxEster 42:1 +1O",2446461.04817163,5216330.866357,1890021.54161668,8232954.5626494,6859969.58480372,4825170.28819373,580141.100589126,1382214.50193358,8289586.62075701,2204355.71555416,1166653.93474272,5037414.88883271,2305292.5550797,4981734.34115332,7410483.69537313,3866205.52516479,2490672.43707624,1802546.63720643,510752.876645879,6965968.27592041,1445933.48773437,3851522.57766582,1826986.09752729,2077355.93855265,1645786.63241089,713292.74965104,1516354.01202459,2802266.12181873,1760547.21614534,3395528.80179549,678945.20532219,785567.628467037,8797108.90700009,2179624.9844995,3545556.37787035,1846866.98905502
"WaxEster","WaxEster 42:1 +2O",3156706.44914265,3282738.50814471,2946466.89231271,3544580.81305695,2940614.36649692,3673825.25628461,3302281.53193921,1421284.04937817,6066860.83999454,2361540.42578082,2087205.86065996,613888.371295647,1886078.57201766,8296353.82207134,3082845.89226438,1144220.23186496,3784598.51557647,1667214.71223967,4930349.20704286,1079068.982419,1704988.9096426,2968072.59368943,1866875.57241975,3836616.44766489,2604732.44845447,1413124.85732311,2001431.64150854,1911665.15046465,2835107.99965681,2610613.88183683,12018505.2835415,4435657.38364074,5190290.31935738,3269936.64719077,3733348.52276452,2121026.44990145
"WaxEster","WaxEster 42:1 +3O",5615208.50686809,10087468.7161811,5901343.74417645,5528031.08954837,5686464.30609542,9366070.56967598,9182652.4162112,3567132.63255445,13907802.9232767,10186950.5664453,5149631.5623609,4529890.48199075,5416624.23884133,16453959.2902502,4605784.21699143,2980365.69680067,3257261.55322134,3081156.47519615,8324412.5110946,3472443.14808293,7896826.61989828,3237240.82083863,3949743.04982483,6467720.20255054,4600950.90707856,1855523.00860987,2291201.31365737,1889217.84790362,8103402.50805542,3956780.60977327,17212729.4140154,11161935.2687351,7569323.9108881,6134699.04474206,3848919.36652901,3115485.26505776
"WaxEster","WaxEster 42:10 +3O",423017.677443203,562626.829482827,90041.2634104614,1011731.18861152,2070407.29943833,645292.772783065,806943.874945631,48872.7944688665,357726.20963486,142050.255145741,113117.861666445,926562.789724219,0,0,1430203.24873744,1155929.61285738,3467186.87680283,976049.022057938,527610.733813657,1510184.45704177,450204.956862259,311433.93841002,1179500.94231484,170789.970490277,83605.6324862264,105207.539290953,451317.97027139,4246609.30075497,240025.361195339,3515398.2226722,3783419.64767498,1431418.12530788,703739.736473257,223340.317915373,947702.281616729,744128.058327465
"WaxEster","WaxEster 42:11 +4O",681312.002732194,15516144.2913366,0,36752187.8504118,18175746.623024,17262904.8693822,19799231.8532843,181379.689480666,22591995.773801,354269.123810632,0,1076971.26723517,30226.0416490097,37093.3280282587,397217.566131843,23281809.9426464,396523.217761108,3139265.94362929,1755324.36559688,40541218.2829031,203283.752636613,102396.8711323,13494564.1712616,0,1616570.96815746,1743351.57170749,30472.2702701729,314949.612576622,33925.5674730937,18787584.598778,2458060.90471119,28727044.0692366,1340775.98814424,705483.608258055,1571770.65406286,158261.809142325
"WaxEster","WaxEster 42:2 +1O",3425970.30504048,7219361.65641956,3429701.34104408,9595199.3317317,8448036.68160436,7818140.10476274,7672252.84599243,2631380.03368018,12444842.1896031,3260904.54252934,2638590.3959939,5015723.58514308,3842384.43561775,9380447.89534645,6088451.910639,4092194.42653843,2918868.39986832,3292298.41931054,5241827.24625165,9212820.03669365,2037564.48228837,3933423.02889717,2947967.25457976,2866763.66808001,2046802.67064995,1065478.40637004,2108637.56779756,3146380.3548799,3459841.3586731,4379407.44066669,9000402.14080265,10352862.5004398,13957493.0807206,2941542.94828126,3361591.97308946,2251980.27841915
"WaxEster","WaxEster 42:2 +2O",12561437.033518,13223966.41359,18381914.5055215,33853767.7066992,14556737.9825403,9898496.33749353,12788674.1164729,10620441.623613,11090349.5833404,8738162.56656574,20392249.416302,12166816.2027608,8449868.25212306,14041625.9286733,43263685.4492505,2497349.36727064,2358472.38350107,3902055.08022283,17946188.7863625,4486236.80448997,1160006.02699977,1306855.42553385,10511934.3426933,3753585.83509553,2818591.23786417,1585356.38905558,2187554.77548882,1914041.24444691,2012134.80461512,3672156.84051887,5060147.93182928,4212713.70820754,8820236.13363921,3782881.78272175,3639018.23501818,2093771.05011695
"WaxEster","WaxEster 42:2 +3O",3543993.08630768,1930482.22389231,3008440.32286508,2403259.16008553,1531981.18166346,1790051.79092688,2565593.34305143,896451.704738276,4313841.39348154,837425.801894342,1409384.12238746,2253750.09494283,1821506.10599167,8808234.89192563,2152786.39372955,801923.175634668,1487252.23903572,295249.286103219,2801597.374173,1423845.93870575,528205.522294039,1220507.78225569,697364.819640617,2324806.33393028,1261019.51656657,851331.172415221,906106.718763853,774884.61800098,1656966.82143232,1091842.91349288,5027650.68939069,1927439.41017052,4163213.61410858,1596305.56759486,1474305.2926425,723110.226348272
"WaxEster","WaxEster 42:3 +4O",439316.647027738,1274641.32809496,130177.355598809,3066246.81574357,769749.507993279,2872282.429047,2718558.98195184,3272435.38079777,2865096.28220731,1889749.94646113,758652.326345371,1501777.63726407,3332458.60924576,41242.759294744,895657.498885622,2171754.30824281,4420663.83822488,218853.180515475,94367.6352968538,4302219.90739459,1981205.04590299,1525128.10678712,279111.604025274,376971.157760805,240462.791007981,157198.560561732,728689.632988399,12004303.2409645,2106255.75156954,788039.757001005,2883566.99783939,6517954.66064196,3283307.96142753,32988.431166945,2417099.77236436,1158221.86127969
"WaxEster","WaxEster 42:4 +4O",178963.136249611,165123.751892903,0,1243592.52237178,691487.718314414,481839.022689931,342812.938876171,444219.364745254,642335.889487014,187078.229631937,38073.38864568,315925.366884673,481994.175293974,27767.5977769285,642142.811301102,1473683.52858133,1679863.32998315,233079.889500692,0,1695829.31865596,261681.211084277,504318.454213875,0,0,0,96281.5752476178,294559.706320992,5932441.52796422,67852.7479650539,667850.609459625,1325308.19807804,1210357.20499369,1319371.83440652,23300.4687075514,755451.647749083,179745.051064394
"WaxEster","WaxEster 42:8 +3O",66511.1189326309,84416.5432781583,72852.2665810153,384031.64117963,204486.87007293,88884.4194953486,132002.356627946,271891.634715342,105425.388502247,332279.338354349,264750.874788158,156274.426908309,35781.7468810231,59357.6379407947,269185.56924522,699154.108201727,369343.245950991,142710.041996469,31012.87564276,760656.940011921,254825.291610788,239644.723985759,2069219.86085753,267360.399129574,141470.159412091,29231.9319738875,232719.064689662,459220.414982933,324663.544847049,489196.930991333,694881.508876194,393889.064525918,519824.810808564,235290.955787427,557907.989628263,575063.309646633
"WaxEster","WaxEster 44:1 +1O",2089578.66982898,2044039.29008612,1644586.68295051,3192641.86198667,3582087.12141202,2958106.19511359,2655340.93035047,1669870.16097062,4985372.22949868,1717189.86439773,933332.186610527,5952868.1236794,1643042.61945949,3877031.10052804,12213275.1277814,1628826.0330541,3710190.75988819,817856.835925179,2814557.58269421,1941191.56268563,1758457.64714982,6370853.57082394,915811.621148511,1917331.40815411,1514700.88212379,1312981.08226763,2029579.14453281,3474586.4769473,1625710.4900271,1594170.56125043,13759813.7315021,3778211.42909236,8423558.73503914,1894585.13976274,4599118.63791386,2400562.8263555
"WaxEster","WaxEster 44:1 +2O",3244990.40747813,3616324.98177789,3212794.69964515,3608689.96662858,2418824.45045485,3554521.66108138,3760923.92809247,1401204.75650627,6727242.16483136,2165897.02639936,2535324.81222703,4348466.82407575,1024644.95184804,2185384.0862048,5155295.42734915,2032017.48410146,2919527.28456661,1926405.93305355,4818553.71385358,1791225.58061792,1655925.66144603,3570709.90076284,1352659.04621382,3720053.84294109,2667099.52776959,1590439.80346498,2506865.78264312,2215466.34653346,2583388.5440545,2044345.69841151,8036530.50096513,4872017.5552898,5444776.85684275,3114430.01623263,3792288.72686744,2598527.42307793
"WaxEster","WaxEster 44:1 +3O",3845722.63516221,6583525.35692607,4846056.96990707,3383568.70011287,3607940.91598377,5500392.44069501,5170185.84141933,2259443.16500093,10720250.5649944,6958982.02022655,3912538.85498384,3534196.59466185,3703882.57550515,12583185.9442613,3207064.47502762,1646130.7078033,2738838.9177282,2184319.47876734,6074848.26990029,2263126.77596503,4222231.50893489,2226016.55934318,2782633.90166255,5891042.16736045,3977284.76796875,1647587.53221887,2277897.45687359,1396057.17216756,5306656.37041402,2724715.12945164,8638277.87374862,6927931.84903658,5201893.58572788,4408320.32144096,3386453.99425184,2708826.85166106
"WaxEster","WaxEster 44:11 +4O",444049.953836748,735455.188684311,41446.6250347104,2262278.84743512,1334273.21300427,980356.03879989,841537.154744319,17265.3241943815,577688.644215164,29362.1524462259,66446.6364474762,108411.429300677,0,297612.057326949,941160.296900848,2018026.74286742,930889.647099865,758803.818436661,122650.69529377,1853557.21877479,53975.9843848361,765124.632684351,0,28929.861653167,0,127618.703899436,256631.462613618,855486.268768061,62230.3353330908,1720714.50349354,807386.744998226,1825802.22567615,746422.322352813,123182.088204237,665500.296035622,443759.475453501
"WaxEster","WaxEster 44:2 +1O",2239592.56338806,2523117.29637894,1813789.79977312,2038075.42449301,3936468.64387129,3248629.04456747,2956721.43136274,1138059.53065764,5947108.73874808,2409925.74391715,1326485.39406249,3856761.54070775,2053185.84614622,5982332.1536038,6392148.9747821,1029571.46942117,2346163.36007767,1124050.57703418,3067688.70363905,2048652.50552343,1887159.41619657,4076611.77187467,1012437.56936302,2208280.75264322,1497299.60169139,1035720.34316865,1360794.08774805,1782546.70102262,1794837.80184422,2258703.10675985,7485367.21318273,3339306.1328323,8016847.20894932,2065612.97851562,2801178.26453087,1855719.71072631
"WaxEster","WaxEster 44:2 +2O",1465600.91217507,1857880.17162936,2189822.30858939,4121793.23601746,3893522.89605075,1919829.01485626,2412951.84173396,1175954.94045139,5206119.12961264,1549112.8780134,2516772.85379881,2667991.54973493,2123113.42381334,6967883.34201826,2038217.73841397,2682071.40769291,1775844.94279574,1543037.33317222,3496809.74732082,2543934.42445229,805335.366856958,900908.897910348,6920462.35318807,2790869.42939228,1788532.01724645,914551.108665713,1333926.1959073,456962.667989178,1973528.76480229,1932758.50452465,4675972.92491922,2670611.64275386,5277363.64929416,2492075.90484375,3562045.52908004,1526836.16395697
"WaxEster","WaxEster 44:2 +3O",3002366.27376723,1946154.15226842,2637274.59465602,4313938.61587707,3030505.77951245,2506353.86704553,2331280.02127518,1024593.80824381,4774469.57056198,1241364.42836415,1299936.02970118,2942109.37297948,1958802.8408524,10366188.7427688,2483599.3311554,2360614.47578273,2017290.56578036,1020849.85859019,2714406.43122021,2312485.29959751,444732.373062093,1024468.99363739,791500.157341767,2342345.0356887,983698.313637355,752797.226600099,1461503.66870369,860456.476611609,1458350.35045847,1742468.78145808,5295354.78340799,1973193.31088701,5176670.22518802,1969704.41432694,1628073.78765943,802598.409134839
"WaxEster","WaxEster 44:2 +4O",2285023.02207438,1506629.92886728,778621.456183694,3985639.04490868,1590785.11282256,2616038.2016165,3029294.89678042,918440.480830587,2244608.54367496,2429224.46712388,1272673.62058869,2925331.85944285,963385.445257979,1270335.56101804,1658629.48205,4855083.66576966,3104951.26373455,1236769.97735551,1590737.26535211,3143225.46627108,1984843.66731945,1271888.8737395,4703180.53970144,1178907.54198032,617723.435408818,1429694.9207029,1665894.25960773,2581198.92219318,887129.101358341,3050687.16138269,4331256.79374507,2340005.40573636,4875893.93292833,1422743.850625,3785494.0516996,1509423.17301291
"WaxEster","WaxEster 44:3 +1O",2636420.63142784,3593408.02012303,3079922.19252402,3980156.54034752,7489702.3357477,4259634.17764551,3812943.69987681,1138631.10611608,7848577.57566349,2157988.64440158,1214508.55120889,2271799.4460498,2394680.50703712,11893154.1025787,3066445.14736665,1989631.1585025,1364169.17396225,1865290.89869686,5272740.21289813,3382465.90163216,1602075.04016387,2206558.9706044,2939241.59487545,3360353.72390079,2132736.55003701,1884309.18412942,3142123.36887351,7273801.12865223,2477454.8839736,2863901.43321766,8017422.649612,5431973.63104666,5596751.79083434,2918187.21571289,2047698.58463727,1625278.54112591
"WaxEster","WaxEster 44:3 +2O",7157689.65630505,6076753.65794544,7328545.54521279,13844394.9261312,7465379.91766699,6063425.19046856,5072992.63137045,2891810.9730834,13915436.0945944,3415097.18160355,5222562.19238363,9223700.38844601,5145221.64224687,25819988.9894284,8540346.17960534,5189072.59461697,6174745.22680843,4256552.40915708,11431499.4450633,9021606.6588965,1919309.51556933,5228091.44554324,4332243.53467928,8744690.60965622,4422649.17704695,2423439.12931483,5160088.26124664,5017508.47431234,5019742.2655276,7322627.20977635,16586924.0235265,7275589.92984822,15080060.4841457,7524335.78239746,6588156.97197104,4245523.27395194
